"WALKING" "WALKING_UPSTAIRS" "WALKING_DOWNSTAIRS" "SITTING" "STANDING" "LAYING"
-0.97318339962963 -0.978154770658413 -0.970947966726128 -0.221617770280105 -0.0422714225290824 -0.434206731972435
-0.95485445779321 -0.964296113911086 -0.94790849906086 -0.409173038476359 -0.289525832505356 -0.449781382648834
-0.942115714415638 -0.951641735873945 -0.93063670339979 -0.47383309359518 -0.361230992213905 -0.381406363802979
-0.977968240452675 -0.985335632976927 -0.974885979685205 -0.515516844208937 -0.438007290282333 -0.658694456439443
-0.976648216795267 -0.984491355740011 -0.973461064197272 -0.514404823691173 -0.486442976081671 -0.703083532121114
0.0103659924336903 0.0120341365249443 0.0069907141310703 0.0149182634216028 -0.0396920106950996 0.0353707742785168
0.0160126165105041 0.00245822441608329 0.0103969442658132 -0.00701054878880372 -0.0186645627655477 0.00665151216763601
0.0227878882086008 0.013413369093063 0.00461412323196747 0.0113324287049361 0.203588127303236 -0.129903187672927
0.00919134168691049 -0.0332596860601407 0.0159570353501574 -0.0194431027653136 -0.076029477055761 0.0364320224572863
0.520261132799383 -0.706041819104671 -0.774142758142707 -0.761886223623693 -0.780873119110953 -0.637980142221503
-0.435944284216049 0.00613978992085537 0.209818426816789 0.218599343426249 0.20018859414111 0.278641944978951
-0.42774881762037 -0.0895319535489927 0.0317429093558841 0.0597706423540058 0.0558659310482383 0.122793802216652
NA NA NA NA NA NA
